OBJECTID,REGIONNAME,ZONENAME,WOREDANAME,REG_P_CODE,ZON_P_CODE,WOR_P_CODE,REG_Pcode,HRname,HRpcode,HRparent,DRMF_Name,pop_2020,pop_2022,pop_2030,cons_class12,cons_class40,cons_class80,cons_class12_2030,cons_class40_2030,cons_class80_2030,Females_2022_12USD,Males_2022_12USD,Females_2022_40USD,Males_2022_40USD,Females_2022_80USD,Males_2022_80USD,Females_2030_12USD,Males_2030_12USD,Females_2030_40USD,Males_2030_40USD,Females_2030_80USD,Males_2030_80USD
"577",SNNPR,Dawro,Esira,"07","0717","071705",ET07,Esira,ET071705,ET0717,,105358.4921875,139719.743549827,196441.770410701,41482.1656360532,2023.66723283725,1938.36553500521,119176.273150651,9950.07681653606,2234.03815927288,13800.2109099569,15626.1360822438,673.240200033472,762.31695424188,644.861842791798,730.183741118786,43910.2752210789,46136.1974517792,3460.90444350815,3666.18380170488,777.058583059859,823.148872409223
"578",SNNPR,Wolayita,Sodo Zuria,"07","0706","070605",ET07,Sodo Zuria,ET070605,ET0706,,384234.5625,509547.483272065,716408.484435737,151282.363991656,7380.16345631661,7069.07452682935,434626.979028213,36287.1879908767,8147.37053382359,50328.3398547357,56987.3527654636,2455.2567936993,2780.11307221624,2351.76304153153,2662.92564071714,160137.498539748,168255.27088742,12621.6603625942,13370.2988705052,2833.8746929628,3001.96254042492
"579",SNNPR,Sidama,Loka Abaya,"07","0704","070414",ET07,Loka Abaya,ET070414,ET0704,Loka Abaya,161828.640625,214606.869343796,301730.824041764,63715.8176401847,3108.3143899269,2977.29260405513,183052.489441488,15283.1287910686,3431.44013276227,21196.8615488746,24001.44789383,1034.08414569591,1170.90434637968,990.495528582654,1121.54834203056,67445.3477926661,70864.3220134638,5315.88341668004,5631.18860751582,1193.54720793437,1264.34101597546
"580",SNNPR,Sidama,Arbe Gonna,"07","0704","070403",ET07,Arbe Gonna,ET070403,ET0704,,216680.71875,287348.213014139,404002.972340974,85312.3965492073,4161.88255372567,3986.45072271628,245098.425272387,20463.3698856269,4594.53228701014,28381.5718769922,32136.7772761995,1384.58863073929,1567.78425859096,1326.22558172064,1501.69895715301,90306.0569477524,94883.8979818798,7117.71065411455,7539.88904671577,1598.10195450237,1692.89143768748
"581",SNNPR,Wolayita,Ofa,"07","0706","070607",ET07,Ofa,ET070607,ET0706,Offa,168308.4375,223199.964583037,313812.45831346,66267.0691024624,3232.77471902921,3096.50667665197,190382.112581514,15895.0820880754,3568.83877223145,22045.6072140037,24962.4922828656,1075.49001297557,1217.78864507547,1030.15605966061,1166.45637199227,70145.9337468725,73701.8074583048,5528.73723920635,5856.66759689985,1241.33815172694,1314.96662175581
"582",SNNPR,Sidama,Hulla,"07","0704","070407",ET07,Hulla,ET070407,ET0704,,208440.671875,276420.78597613,388639.337547193,82068.0924383504,4003.61232308964,3834.85190483549,235777.695099051,19685.1782308698,4419.80902768154,27302.2627257131,30914.6632242665,1331.93477539996,1508.16374479905,1275.79118671196,1444.5915695162,86871.8513265109,91275.6038449405,6847.03465778717,7253.15823127612,1537.32850362915,1628.51328313223
"583",SNNPR,Sidama,Chuko,"07","0704","070417",ET07,Chuko,ET070417,ET0704,,271980.90625,360683.810888936,507110.624234957,107085.406868085,5224.05775280073,5003.85307257682,307651.240085392,25685.9305180875,5767.12622343516,35624.9770834944,40338.5675382579,1737.95653228568,1967.90644740306,1664.6983529,1884.95518031023,113353.524716946,119099.699828018,8934.25776552329,9464.18245139868,2005.96167657604,2124.94286552715
"584",SNNPR,Gamo Gofa,Melekoza,"07","0710","071001",ET07,Melekoza,ET071001,ET0710,,191855.8125,254426.998379388,357716.73159494,75538.2354770335,3685.05958204744,3529.72681099686,217017.729101031,18118.9008350333,4068.14104211482,25129.9218679903,28454.8969148035,1225.95761293942,1388.16468992666,1174.28116358091,1329.65071934899,79959.776898157,84013.1389885407,6302.24123568934,6676.05104673165,1415.00891591856,1498.93845712484
"585",SNNPR,Gamo Gofa,Kucha,"07","0710","071003",ET07,Kucha,ET071003,ET0710,Kucha,239194.25,317204.228863845,445979.635494771,94176.5138403217,4594.309921849,4400.65039604304,270564.60928972,22589.5522245914,5071.91277023663,31330.4701872014,35475.8484388569,1528.44997468521,1730.67997032141,1464.02289590191,1657.72828267396,99689.0248781073,104742.512143122,7857.25408079458,8323.29759665057,1764.14773144521,1868.78601891789
"586",SNNPR,Sidama,Chire,"07","0704","070415",ET07,Chire,ET070415,ET0704,,192476.8125,255250.529154582,358874.591174099,75782.7380731236,3696.98740414796,3541.15185108851,217720.173337751,18177.5481977164,4081.30882449386,25211.2625439734,28546.9998891874,1229.92579960896,1392.65790939815,1178.08208362123,1333.95454046317,80218.5911650104,84285.073201177,6322.64036645512,6697.66012724893,1419.58902493551,1503.79022976464
"587",SNNPR,Gamo Gofa,Denibu Gofa,"07","0710","071002",ET07,Denibu Gofa,ET071002,ET0710,,165982.484375,220115.433214122,309475.699687927,65351.2855639012,3188.09910696937,3053.71423268349,187751.110379363,15675.4186154411,3519.51889369065,21740.9460231948,24617.5209445563,1060.62718498106,1200.9593087292,1015.91972818611,1150.33642646897,69176.5459002022,72683.2789048816,5452.33237293911,5775.73086846581,1224.18337092048,1296.79432588893
"588",SNNPR,Sidama,Aroresa,"07","0704","070409",ET07,Aroresa,ET070409,ET0704,Aroresa,274226.75,363662.10629055,511298.018275588,107969.649424104,5267.19466860681,5045.1716794743,310191.626556825,25898.0284455206,5814.74745009751,35919.1452779827,40671.6575372539,1752.30746180357,1984.15615572421,1678.44436339405,1900.51993031087,114289.525366904,120083.1487038,9008.03113160343,9542.33159539703,2022.52562055355,2142.48927979369
"589",SNNPR,Sidama,Dara,"07","0704","070406",ET07,Dara,ET070406,ET0704,Dara,268560.53125,356147.926709863,500733.30707221,105738.723185151,5158.36109496325,4940.92566274834,303782.282426505,25362.9096273672,5694.60005007816,35176.9648216338,39831.2781485503,1716.10035437938,1943.15846745167,1643.76345453781,1861.25037814692,111928.014494742,117601.926909265,8821.90240820765,9345.16287205201,1980.73512202073,2098.22002842109
"590",SNNPR,Bench Maji,Surma,"07","0711","071109",ET07,Surma,ET071109,ET0711,,39297.296875,52113.5802874356,73270.1314360286,15472.2884142728,754.800589623948,722.984206586863,44451.1428478173,3711.24448034634,833.266108428996,5147.29257990018,5828.33804739982,251.109516277214,284.333944437781,240.524771695199,272.348689244505,16377.9405475434,17208.1795240544,1290.87068871969,1367.43712122909,289.832373202784,307.023429623687
"591",SNNPR,South Omo,Selamgo,"07","0707","070701",ET07,Selamgo,ET070701,ET0707,,44801.21484375,59412.5268758557,83532.2315053081,17639.3129424961,860.516780263444,824.244244355196,50676.9004267621,4231.03558065475,949.972056970978,5868.2143321276,6644.64596315982,286.279522579645,324.15731221024,274.212295218093,310.493420910564,18671.8092977905,19618.3302474792,1471.66801942609,1558.95822678016,330.425842312643,350.024651221911
"592",SNNPR,Bench Maji,Maji,"07","0711","071107",ET07,Maji,ET071107,ET0711,,50087.890625,66423.3806670508,93389.2817391699,19720.8040104552,962.060303970204,921.507501605356,56656.9244749795,4730.31028585786,1062.07156775363,6560.6809694061,7428.73382798516,320.061352469036,362.408833240502,306.570156608825,347.132562377826,20875.1379876713,21933.351207282,1645.32919588023,1742.91990572666,369.417068424385,391.328594717843
"593",SNNPR,Gamo Gofa,Chencha,"07","0710","071007",ET07,Chencha,ET071007,ET0710,Chencha,179240.296875,237697.102466138,334194.999529826,70571.204363783,3442.74778481495,3297.62894981732,202747.686840122,16927.4890471199,3800.63965024793,23477.4990518681,26583.8397288949,1145.34453575353,1296.88565538689,1097.06608120076,1242.21928212975,74702.0064835639,78488.8389748769,5887.83615853611,6237.06603399798,1321.9647341673,1400.37547234807
"594",SNNPR,Gamo Gofa,Dita,"07","0710","071008",ET07,Dita,ET071008,ET0710,Dita,134412.34375,178249.116979195,250612.914280435,52921.3639185806,2581.71743053858,2472.89277964044,152040.54140279,12693.9282979016,2850.10063052544,17605.7824494161,19935.2281051343,858.894155700094,972.534879463369,822.690130476955,931.540552395676,56019.0534681267,58858.8001066909,4415.28981753889,4677.17738906577,991.341686954414,1050.14191925594
"595",SNNPR,Basketo,Basketo SP Woreda,"07","0718","071801",ET07,Basketo SP Woreda,ET071801,ET0718,,91747.1171875,121669.202156581,171063.250395765,36123.0407989248,1762.2275234274,1687.94604212676,103779.764418644,8664.61587250837,1945.4204074541,12017.3470716986,13607.3790404485,586.263586782188,663.832420934606,561.55145951667,635.850531588953,38237.4603394493,40175.8133237239,3013.78653927769,3192.54564014953,676.669563139439,716.805399277037
"596",SNNPR,Gamo Gofa,Daramalo,"07","0710","071009",ET07,Daramalo,ET071009,ET0710,,129341,171523.822857274,241157.352380039,50924.6542365506,2484.30988454727,2379.59116021645,146304.090211791,12214.9895922702,2742.56705424639,16941.5207283738,19183.0769883899,826.48829633555,935.841384319821,791.650239831637,896.39376284895,53905.4687424939,56638.0724582782,4248.70204891653,4500.70866857536,953.938615718624,1010.52033012022
"597",SNNPR,Gedio,Bule,"07","0705","070504",ET07,Bule,ET070504,ET0705,,167875.234375,222625.478100995,313004.747543729,66096.5066407927,3224.45399470007,3088.53668780985,189892.094806176,15854.1702993679,3559.65306454076,21988.8648065553,24898.2422082683,1072.72184733012,1214.65422202174,1027.50457747165,1163.4540712578,69965.3876129024,73512.1089869546,5514.50701828039,5841.59332764307,1238.14311543228,1311.58207575042
"598",SNNPR,Gedio,Yirgachefe,"07","0705","070502",ET07,Yirgachefe,ET070502,ET0705,,315451.84375,418332.208405498,588162.542752505,124200.957710634,6059.02330681521,5803.62312693949,356823.397109005,29791.3344435924,6688.89086886626,41318.9471992202,46785.9147894774,2015.73558977312,2282.43859364965,1930.76849382655,2186.22915561733,131470.914118707,138135.505241261,10362.2277149173,10976.8507100123,2326.57622217829,2464.5742748493
"599",SNNPR,Gamo Gofa,Arba Minch Zuria,"07","0710","071016",ET07,Arba Minch Zuria,ET071016,ET0710,Arba minch,381997.8125,506581.247424376,712238.045766358,150401.701863146,7337.20120819528,7027.92322501775,432096.878953363,36075.9488789902,8099.94213247687,50035.3627903154,56655.6114966178,2440.96397319514,2763.92916134206,2338.07269064555,2647.42391466699,159205.287893397,167275.804140055,12548.1857156693,13292.4661638272,2817.37781881841,2984.48717415748
"600",SNNPR,Bench Maji,Shay Bench,"07","0711","071104",ET07,Shay Bench,ET071104,ET0711,,189759,251646.338760126,353807.207538861,74712.6700989911,3644.78517548036,3491.15005274053,214645.919348847,17920.8774482925,4023.67989768706,24855.2742896334,28143.9103319124,1212.55899230977,1372.99329096841,1161.44732034089,1315.11882577415,79085.8880255055,83094.9504921906,6233.36337356562,6603.08777758168,1399.54413357057,1482.55639992951
"601",SNNPR,Segen Peoples',Amaro,"07","0713","071302",ET07,Amaro,ET071302,ET0713,Amaro,238863.296875,316765.33984036,445362.570686343,94046.2096563496,4587.95315856621,4394.56158328687,270190.251616161,22558.2969460841,5064.89518774442,31287.1208298645,35426.7634675297,1526.33518599138,1728.28537285699,1461.9972495811,1655.43462237254,99551.0934925844,104597.588668941,7846.38265394398,8311.78134427445,1761.70682743232,1866.20033563781
"602",SNNPR,Segen Peoples',Burji,"07","0713","071303",ET07,Burji,ET071303,ET0713,,90069.15625,119443.996888296,167934.678503754,35462.3873281411,1729.99818437083,1657.07523539059,101881.738669872,8506.14891007729,1909.84065791219,11797.5620846948,13358.5139949674,575.54142539058,651.691604901139,551.281257658018,624.221475692685,37538.1362978265,39441.0387885008,2958.6674658736,3134.15724561928,664.293968904442,703.695761648664
"603",SNNPR,Segen Peoples',Konso,"07","0713","071305",ET07,Konso,ET071305,ET0713,Konso,377673.75,500846.950254308,704175.795868601,148699.214734473,7254.14702421533,6948.36994414607,427205.715052655,35667.5835622397,8008.25402620738,49468.9824896023,56014.2926275808,2413.33323701037,2732.64258836145,2311.60664263933,2617.45613449543,157403.147690875,165382.308920525,12406.1452706179,13142.0007616948,2785.48622840601,2950.70397265942
"604",SNNPR,South Omo,Gnangatom,"07","0707","070708",ET07,Gnangatom,ET070708,ET0707,Gangatom,28311.623046875,37545.0770930649,52787.2527316633,11146.9651118954,543.793885797449,520.871865330591,32024.6963630421,2673.75527371719,600.324140223149,3708.35194333225,4199.00916626961,180.9111194324,204.847561906344,173.285371035337,196.212819719573,11799.43955283,12397.5828046819,930.004026931987,985.166090168688,208.808888891252,221.194135406154
"605",SNNPR,Gamo Gofa,Zala,"07","0710","071010",ET07,Zala,ET071010,ET0710,Zala,118420.625,157041.914823201,220796.223874792,46625.0406491462,2274.55740423969,2178.68017440183,133951.506505568,11183.6672198694,2511.00969273677,15511.1331527085,17563.4328355916,756.707158652253,856.827468722357,724.810510064576,820.710444813899,49354.1823505624,51856.0699183136,3889.98037800447,4120.70985592822,873.396734871652,925.201205093845
"606",SNNPR,Gurage,Ezha,"07","0701","070103",ET07,Ezha,ET070103,ET0701,,136854.703125,181488.018926692,255166.713311179,53882.9793900342,2628.62890900967,2517.82684369455,154803.216550884,12924.5851997827,2901.88880563237,17925.6909237413,20297.4641163291,874.500819007807,990.20646835248,837.638943188886,948.467247800734,57036.9559657647,59928.3026406933,4495.51849429841,4762.16473268333,1009.35500772103,1069.22367834159
"607",SNNPR,Wolayita,Damot Sore,"07","0706","070609",ET07,Damot Sore,ET070609,ET0706,,161801.015625,214570.234822597,301679.317003319,63704.9410150366,3107.78378431414,2976.78436455025,183021.241418881,15280.5198806111,3430.85436788591,21193.2431331354,23997.3507204526,1033.90762209406,1170.70446685006,990.326445786979,1121.35688783043,67433.8345171076,70852.2251010257,5314.97596742496,5630.2273340065,1193.34346314919,1264.12518631495
"608",SNNPR,Wolayita,Boloso Bombe,"07","0706","070608",ET07,Boloso Bombe,ET070608,ET0706,Boloso Bombe,142335.671875,188756.53171816,265386.024374398,56040.9682603466,2733.90430383822,2618.66466609365,161003.015117835,13442.2089713386,3018.10813530435,18643.6067098392,21110.3683423843,909.524179925504,1029.86378801456,871.186002709434,986.452930622655,59321.2601665341,62328.4039635844,4675.56196974836,4952.88726896584,1049.77921769445,1112.04560140256
"609",SNNPR,Wolayita,Kindo Koysha,"07","0706","070606",ET07,Kindo Koysha,ET070606,ET0706,Kindo Koysha,168670.828125,223680.544023181,314488.138597766,66409.750984284,3239.73531630118,3103.17387056415,190792.030787589,15929.3063302933,3576.522960454,22093.0743611976,25016.2398745747,1077.8056871258,1220.41070725347,1032.37412373305,1168.96790890605,70296.9673441736,73860.4973283147,5540.64135152144,5869.27778722889,1244.0109191492,1317.79792114276
"610",SNNPR,Wolayita,Kindo Dida,"07","0706","070610",ET07,Kindo Dida,ET070610,ET0706,Kindo Didaye,157215.953125,208489.816022375,293130.430470843,61899.6919256877,3019.71645771223,2892.42925523425,177834.847331726,14847.5056722981,3333.6319762687,20592.6761715019,23317.3219056601,1004.60909730906,1137.52943930896,962.262909647873,1089.58025530654,65522.9173038795,68844.4386906783,5164.36197466041,5470.67985455521,1159.52689938184,1228.30283399727
"611",SNNPR,Wolayita,Damot Pulasa,"07","0706","070611",ET07,Damot Pulasa,ET070611,ET0706,,167934.515625,222704.093131216,313115.277919216,66119.8470909126,3225.59263593018,3089.62733299171,189959.150800392,15859.7688323293,3560.91007355712,21996.6296647648,24907.0344457082,1073.10065419969,1215.08314902141,1027.86741690988,1163.86491811034,69990.0942687106,73538.0680852522,5516.45433868411,5843.65615099962,1238.58033699051,1312.04523057619
"612",SNNPR,Sidama,Hawassa Zuria,"07","0704","070402",ET07,Hawassa Zuria,ET070402,ET0704,,198346.078125,263033.976610259,369817.884936635,78093.6087373028,3809.72098906861,3649.13348566851,224359.193969082,18731.8428028582,4205.76166261747,25980.0387653283,29417.4939656959,1267.43037547544,1435.12473482428,1214.0057701527,1374.63130265578,82664.7259149337,86855.2086705613,6515.43894452838,6901.89431962883,1462.87707068741,1549.64585355708
"613",SNNPR,Sidama,Hawasa Town,"07","0704","070419",ET07,Hawasa Town,ET070419,ET0704,,414833.28125,550125.561488057,773460.045812032,163329.813543037,7967.88660245825,7632.02394465857,469238.724015226,39176.9370346297,8796.1906136583,54336.2633126091,61525.5701716019,2650.78244240882,3001.50881922154,2539.04691158803,2874.98910581072,172890.131325473,181654.366686069,13626.792834489,14435.0495584187,3059.5517745312,3241.02538494062
"614",SNNPR,Sidama,Malga,"07","0704","070412",ET07,Malga,ET070412,ET0704,,174848.171875,231872.545129585,326005.846544135,68841.9193962266,3358.38629424608,3216.82346799357,197779.534033035,16512.6958944232,3707.50833594596,22902.2036951823,25932.4262403829,1117.27888055879,1265.10661904029,1070.18344684954,1211.77979692666,72871.4998623021,76565.5393715352,5743.55993918882,6084.23224532335,1289.5711571688,1366.06050953713
"615",SNNPR,Sidama,Shebe Dino,"07","0704","070401",ET07,Shebe Dino,ET070401,ET0704,Shebedino,371999.0625,493321.539955018,693595.294611582,146464.954145503,7145.15078753889,6843.96812096556,420786.79149459,35131.6649536633,7887.92705347141,48725.6927677948,55172.6572049573,2377.0720143191,2691.58362480324,2276.87389957762,2578.12788992398,155038.107296455,162897.378683376,12219.738358593,12944.5373492988,2743.63326965058,2906.36855631171
"616",SNNPR,Sidama,Gorche,"07","0704","070411",ET07,Gorche,ET070411,ET0704,,169161.546875,224331.30407566,315403.087720729,66602.9587271586,3249.16076871888,3112.20202095461,191347.107370178,15975.6499059884,3586.92823856884,22157.3503593337,25089.0203197614,1080.94137730654,1223.96128220118,1035.37763859785,1172.36881988411,70501.4842741454,74075.3817355725,5556.76089411479,5886.35344098105,1247.63015485236,1321.63182743115
"617",SNNPR,Sidama,Dale,"07","0704","070404",ET07,Dale,ET070404,ET0704,Dale,388050.375,514607.771558893,723523.098051517,152784.740903803,7453.45545739383,7139.27712070169,438943.235870446,36647.5540772187,8228.28162657594,50828.1478550166,57553.2910600551,2479.63981510984,2807.72222362457,2375.11827212954,2689.37101012978,161727.815310501,169926.204812952,12747.0053837942,13503.0785799276,2862.01774809684,3031.77486681158
"618",SNNPR,Sidama,Wonosho,"07","0704","070413",ET07,Wonosho,ET070413,ET0704,,145275.890625,192655.663161683,270868.086281822,57198.6029100213,2790.37838787465,2672.75825240118,164328.843967484,13719.8838109506,3080.45299946983,19028.726485464,21546.4438531965,928.312161969414,1051.13761754428,889.182035511059,1006.83002488442,60546.6555935388,63615.9177651298,4772.1447503623,5055.19874031392,1071.46443896446,1135.01705532572
"619",SNNPR,Wolayita,Humbo,"07","0706","070604",ET07,Humbo,ET070604,ET0706,Humbo,202510.984375,268557.210865771,377583.386704529,79733.4322326283,3889.71818844922,3725.75864007145,229070.328255376,19125.1773719162,4294.07499454837,26525.5722432364,30035.2077396978,1294.04410407627,1465.25973942887,1239.49767938248,1403.4960554051,84400.5345423202,88679.0098006704,6652.2512911,7046.82152494794,1493.5948237798,1582.18559299523
"620",SNNPR,Sidama,Aleta Wendo,"07","0704","070405",ET07,Aleta Wendo,ET070405,ET0704,Aleta Wondo,301321.71875,399593.733695613,561816.809119713,118637.588555113,5787.61973635118,5543.65977005533,340840.104242058,28456.8826470818,6389.27345986692,39468.1357350904,44690.2198765683,1925.44416680393,2180.20066646019,1844.28302637925,2088.30076540637,125581.899718671,131947.961897739,9898.06947399645,10485.1614848204,2222.3612255227,2354.17789180262
"621",SNNPR,Sidama,Bona Zuria,"07","0704","070418",ET07,Bona Zuria,ET070418,ET0704,,193123.265625,256107.814248234,360079.908313002,76037.2621750771,3709.404115696,3553.04517294116,218451.408880368,18238.599358553,4095.01631896769,25295.9371561776,28642.8779175486,1234.05663161074,1397.33529388875,1182.03879318314,1338.43476366559,80488.0135347399,84568.1532680903,6343.87560289767,6720.15490603922,1424.35686034106,1508.84086355657
"622",SNNPR,Sidama,Bursa,"07","0704","070416",ET07,Bursa,ET070416,ET0704,,166148.828125,220336.027734873,309785.848970328,65416.7790884074,3191.29414506524,3056.77459341255,187939.270135405,15691.1281520536,3523.04607291788,21762.7342890089,24642.1920462393,1061.69012065145,1202.16288196021,1016.93785909264,1151.48926663558,69245.8730108333,72756.120381022,5457.79657246942,5781.51917037772,1225.41021876152,1298.09394272476
"623",SNNPR,Sidama,Bensa,"07","0704","070408",ET07,Bensa,ET070408,ET0704,Bensa,402296.59375,533500.202429699,750085.289430715,158393.81895347,7727.08889194318,7401.3763483558,455057.848198918,37992.9697904144,8530.36070584189,52694.165670358,59666.2042977345,2570.67307651891,2910.80014227622,2462.31430811296,2788.10398445101,167665.214120831,176164.585294153,13214.9771699443,13998.8075461684,2967.08897990732,3143.07827156502
"624",SNNPR,Gurage,Mareko,"07","0701","070107",ET07,Mareko,ET070107,ET0701,Mareko,100073.921875,132711.681897621,186588.645840545,39401.5035416454,1922.16414980148,1841.14101376935,113198.630703704,9451.00095221765,2121.98329318316,13108.0200540816,14842.3604878441,639.471824078101,724.080667242511,612.516868226133,693.559191536969,41707.8240277375,43822.098471021,3287.31242926392,3482.29538724106,738.082885573571,781.861378600369
"625",SNNPR,Hadiya,Misha,"07","0702","070201",ET07,Misha,ET070201,ET0702,,204030.15625,270571.84016025,380415.895090773,80331.5666405907,3918.89759563943,3753.70807578479,230788.739733927,19268.6482639148,4326.28775565361,26724.5585028932,30260.5221491791,1303.7516042101,1476.25164385608,1248.79598988873,1414.02462866065,85033.6800415996,89344.2510368818,6702.15432770841,7099.68449977316,1504.79928884097,1594.05463734029
"626",SNNPR,Hadiya,Shashogo,"07","0702","070204",ET07,Shashogo,ET070204,ET0702,Shashego,166108.09375,220282.00839281,309709.899394974,65400.7409878637,3190.51174187945,3056.02517011547,187893.193441435,15687.2811896312,3522.18233477723,21757.3987630858,24636.1505694323,1061.42982821366,1201.86815009724,1016.68853847708,1151.20695832125,69228.8961390114,72738.2829088918,5456.4584954287,5780.10172691686,1225.1097873956,1297.77569163599
"627",SNNPR,Gamo Gofa,Mirab Abaya,"07","0710","071005",ET07,Mirab Abaya,ET071005,ET0710,M/Abaya,119517.578125,158496.62441641,222841.501948334,47056.9374073615,2295.62706885743,2198.86170971872,135192.325186096,11287.2636897056,2534.26966057897,15654.8157754286,17726.1263067224,763.71668323797,864.764427080758,731.524569832865,828.312844203015,49811.3596755535,52336.422711141,3926.01401768371,4158.88078733209,881.487177543123,933.771522580191
"628",SNNPR,Gamo Gofa,Ubadebretsehay,"07","0710","071011",ET07,Ubadebretsehay,ET071011,ET0710,U/Tsehai,110959.8203125,147147.869303285,206885.492513027,43687.5428793951,2131.25442350015,2041.41770633311,125512.21624144,10479.0673512448,2352.80960819974,14533.8917732262,16456.8912848408,709.032656711924,802.845129117052,679.145579221329,769.003570831873,46244.7416173388,48589.0038179457,3644.90158502817,3861.09451097512,818.370488779997,866.911143815712
"629",SNNPR,South Omo,Bena Tsemay,"07","0707","070705",ET07,Bena Tsemay,ET070705,ET0707,,85412.0234375,113268.003015093,159251.416284158,33628.7624279915,1640.54657134988,1571.3941901491,96613.8222386685,8066.32836721379,1811.09007597133,11187.5551102802,12667.7961461233,545.78237169522,617.995115634694,522.776604779631,591.945362117839,35597.1823292175,37401.6929841372,2805.68604681433,2972.10191884799,629.945859423504,667.310335626743
"630",SNNPR,Gedio,Kochere,"07","0705","070503",ET07,Kochere,ET070503,ET0705,,207001.359375,274512.061114824,385955.727618806,81501.4005819333,3975.96681029244,3808.37170674062,234149.616563684,19549.249274023,4389.28961741515,27113.7367165331,30701.1930756063,1322.73757624409,1497.74965953244,1266.9816670251,1434.61645916611,86271.9888314055,90645.3328120499,6799.7549091554,7203.07414157882,1526.71303155272,1617.26816717792
"631",SNNPR,Gedio,Kochere Gedeb,"07","0705","070506",ET07,Kochere Gedeb,ET070506,ET0705,,227161.9375,301247.739909736,423545.290426237,89439.1037868303,4363.19996539504,4179.28219522534,256954.257325096,21453.2182550191,4816.77770982348,29754.4372848037,33691.2884228073,1451.56356234031,1643.62067754828,1390.37739233881,1574.33871650662,94674.316120879,99473.5951932324,7462.00655083924,7904.60643783969,1675.40489251444,1774.77950590493
"632",SNNPR,Gedio,Wenago,"07","0705","070501",ET07,Wenago,ET070501,ET0705,,187266.625,248341.109266045,349160.153966226,73731.3622762371,3596.91302474318,3445.29581071407,211826.66901955,17685.4970609054,3970.83118334414,24528.8145999342,27774.2563048913,1196.63272942654,1354.95981612096,1146.19237978453,1297.84549864137,78047.1405080356,82003.5462519017,6151.49174145231,6516.36002870204,1381.16192872174,1463.08387684879
"633",SNNPR,Gedio,Dila Zuria,"07","0705","070505",ET07,Dila Zuria,ET070505,ET0705,,217670.734375,288661.108883882,405848.864571124,85702.1894485347,4180.89822240802,4004.66484221223,246218.281584856,20556.8671568368,4615.52473516126,28511.2474650296,32283.6104223332,1390.91482527352,1574.94747515028,1332.28511510115,1508.56022953666,90718.6659141901,95317.4231340247,7150.23152077243,7574.33884921817,1605.40369281314,1700.62626976857
"634",SNNPR,Sidama,Boricha,"07","0704","070410",ET07,Boricha,ET070410,ET0704,Boricha,404156.625,535966.857787505,753553.332909536,159126.157873654,7762.81533614836,7435.59685013193,457161.822807099,38168.6315091273,8569.80110313369,52937.7988414121,59942.0729137925,2582.55866623094,2924.25832042451,2473.6988975715,2800.99487296435,168440.419634991,176979.087924503,13276.0770422425,14063.5314834404,2980.80741130818,3157.61039512045
"635",SNNPR,Wolayita,Diguna Fango,"07","0706","070612",ET07,Diguna Fango,ET070612,ET0706,,153649.875,203760.709609036,286481.448639828,60495.6414274223,2951.22121540697,2826.82122697646,173801.077562648,14510.724549668,3258.01629076686,20125.5792225554,22788.4227072737,981.821877215425,1111.72723050361,940.436214300577,1064.86566218385,64036.6823675447,67282.8627693879,5047.22043844,5346.59020989493,1133.22572937305,1200.44164192275
"636",SNNPR,Wolayita,Damot Weydie,"07","0706","070603",ET07,Damot Weydie,ET070603,ET0706,,147587.359375,195720.986272028,275177.8386717,58108.6836027046,2834.77579212734,2715.28421558855,166943.462166831,13938.1793763483,3129.46574902852,19331.4904639481,21889.2669563696,943.082434885353,1067.86215280234,903.329713279909,1022.84958689895,61510.0067849814,64628.103650097,4848.07382168641,5135.63145260365,1088.51239204703,1153.07618711156
"637",SNNPR,Hadiya,Misrak Badawacho,"07","0702","070205",ET07,Misrak Badawacho,ET070205,ET0702,,227264.40625,301383.627460655,423736.344248704,89479.4481916502,4365.16812806953,4181.16739583226,257070.164865968,21462.8954240126,4818.95047343161,29767.8589875285,33706.485969758,1452.21833710326,1644.36208589405,1391.00456709788,1575.04887297972,94717.0220377979,99518.4659804322,7465.37253059875,7908.17206661466,1676.1606381599,1775.58007768864
"638",SNNPR,Hadiya,Mierab Badawacho,"07","0702","070209",ET07,Mierab Badawacho,ET070209,ET0702,,133751.15625,177372.292092844,249380.124778832,52661.0385397523,2569.01770932265,2460.72837755413,151292.639069834,12631.4856197791,2836.08070602989,17519.1778790432,19837.1647631449,854.669171121087,967.750885020038,818.643237048354,926.958213067283,55743.4902506305,58569.2678970009,4393.57057394275,4654.16989482339,986.465179980752,1044.97616817337
"639",SNNPR,Gurage,Kebena,"07","0701","070101",ET07,Kebena,ET070101,ET0701,,130860.515625,173538.90801118,243990.50169097,51522.9239871337,2513.49589429601,2407.54692017702,148022.890523202,12358.4929480867,2774.78710428109,17140.5520135658,19408.4423807979,836.197993030036,946.835775935748,800.950654309329,906.92471845314,54538.7575065144,57303.4642216807,4298.61637731431,4553.58360494877,965.145616065578,1022.39206012848
"640",SNNPR,Gurage,Muhur Na Aklil,"07","0701","070112",ET07,Muhur Na Aklil,ET070112,ET0701,,139454.0625,184935.124306888,260013.240126027,54906.409527488,2678.55595603113,2565.64936393929,157743.482270902,13170.0692126804,2957.00603361129,18266.1637879688,20682.9854205646,891.110711473519,1009.01402416112,853.548697038225,966.482026804708,58120.291377889,61066.5550480997,4580.90443922255,4852.61524158465,1028.52626265135,1089.53205305438
